TICKETID,ISSUE,SUBJECT,URGENCYCODE,PROBLEM,SOLUTION
t6UJ9A00G303,,Are we able to check if  have any movement at all recently in their STHISTM table?,3,Are we able to check if  have any movement at all recently in their STHISTM table?,"Hi ,

Just to confirm that  have some 41,912 entries in the stkhstm table since 02/01/2025, latest ones all dated today.

Regards"
t6UJ9A00G2YL,Inventory,stock,3,My stock enquiry is currently frozen. Is there anyway you can reset this for me please.,"- 16/01/2025 12:04:59 (GMT )
Lock cleared"
t6UJ9A00G2YV,Inventory,Issue with stock enquiry on Sage,3,"I am currently stuck in stock enquiry in Sage, I attempted it again and that froze on me as well. Can you look into this for me please?",Cleared orphaned processes.
t6UJ9A00G2YS,Inventory,,3,"Can I get my enhanced stock enquiries killed please? There may be a few open as it kept freezing, thanks!",Cleared locks
t6UJ9A00G2V5,Performance,SAGE fiuser 63,3,"The user above is getting an error message when trying to access anything within sage. 

Please can you take a look as the setup looks correct. 
Regards","The DB Info section of the user fiuser63 had a password of password (Its possible this was copied from another user that has the same issue).
I reinserted the scheme password and this resolved the issue."
t6UJ9A00G2SK,,,3,",

I am having issues logging into Sage. See screenshot below of what I get each time I tried to logged in to Sage.","It appears  Windows account or machine account had an issue causing authentication issues.
SSE's IT resolved the issue and  confirms Sage is now working."
t6UJ9A00G2YF,,Salesperson -,3,",

Please could you add  to the Salesperson list for when setting up a new contract in Sage?

Many thanks,",add as requestesd
t6UJ9A00G2YQ,Printing,printer,3,"I'm unable to print anything from Sage today, can you help please.","2 tickets logged .
please see originalk ticket"
t6UJ9A00G2WP,,Alert for zero-value invoices,3,"Good afternoon,

We've had a couple of invoices processed (attached) which either have a single product line or a total value of zero. Could someone help us to look into these please?

-	I believe there is a pop-up alert which notifies the user if this happens on dispatch, but no-one raised this at the time, and we want to be sure the notification is still in place. Are you able to confirm please?

-	Would we also be able to get an e-mail alert to  to run alongside the pop-up notification, so that someone can follow up when this happens?

-	We may also need to look into the detail on these two orders and see why the value has dropped down to zero unexpectedly. I don't think there is any explanation so far from our side.

Many thanks for any assistance,",refer to AM
t6UJ9A00G2XE,,RECORD LOCKED,3,"We cant generate works orders due to record FX FX00252 being locked, please can you investigate",Found and killed rouge process causing the lock
t6UJ9A00G2FN,Printing,Printing,3,"We have the same issue again this morning (only printing one page of delivery note and unable to scan)

Could someone pls look into asap.","- 15/01/2025 10:00:13 (GMT )

This was fixed by Rebooting the , as Rebooting the  did not fix it.

Tested the Services using Telnet from the Sage server.

They are going to monitor each Monday to see if it is a pattern."
t6UJ9A00G2S1,,SQL,3,I would like to install the last published patch (12.0.6449.1) for SQL 2012 on our Sage server.  I just wanted to make sure that this won't have any adverse effect on our Sage version and you are happy for me to proceed?,"M- 15/01/2025 09:59:02 (GMT )

Details sent to"
t6UJ9A00G2UF,,Issue with  E28562,3,"Hi,

We have a customer that has been experiencing issues with us, eg not receiving email notifications. 

I have been trying to keep an eye on this and today I have processed an order (for which they didn't receive and order ack) so I went to the PDFs to send it manually and the system hasn't produced one for this order. 

It has produced one for the order number before and order number after but not this one. 

Please can you advise?","- 15/01/2025 16:43:04 (GMT )

Found that the Acknowledgment had no Lines on the spool file.

Also investigated why the customer wasn;t receiving the Email, but all seems to be leaving their site.

 contacting the Customer to try a Gmail or something like that."
t6UJ9A00G2XL,,,3,"I can't log into sage, communication error.

Please can you investigate","M- 16/01/2025 09:06:08 (GMT )

Noticed that CSagent was stopped, IISRESET and all  / Started.

There was a popup for  as well so that could have caused the issue."
t6UJ9A00G2TM,Cashbook,manager / mtd cashbook SQL tables,3,Do you know which SQL table on sys database shows this data from sage?,"Data in cbbatchem, cbbatchm, cbtranm but these get cleared down at period end"
t6UJ9A00G2SO,Bill of Materials,BOM  - Can the  be updated once used on a WO?,3,Looking to have a quick chat with someone about whether the item description can be updated on an Assembly? It's greyed out in Create/ but not sure if there is another route to achieve this?,on  using Component update to update descriptions from the stock file to BOMs
t6UJ9A00G2T2,,,3,",

Sage has frozen while posting a non-core invoice – 

Please could you clear/advise?

Many thanks,",clear session
t6UJ9A00G2U4,,unlock PO,3,"PC wasn't working probably previously, so the below POs seem to be locked when we try to go into them again.
Could you please unlock them for us to amend content?",Connected and removed locks for po.exe
t6UJ9A00G2S4,,access,3,User - mt needs access to amend and print purchase orders but I'm not sure how to add this,Had teams call with  and updated OT formset tetramenu to add po_entry
t6UJ9A00G2S3,Printing,Invoice run stuck as SPOOLING,3,"We have an issue we have had before, and you fixed it by changing the printer spool file status for us.  We ran our daily invoice run and it came up with an error that the spool files were full and stopped the invoice process.  I have found the 3 jobs in the spool file (screenshot below) that need status changing (ignore the one from 27th Sept 2024).  

User is: 

Can you help me with this please?  We can reprint the invoices.",reset spool jobs from incomplete to waiting in csmaster/spool in SQL database to allow user to re-submit job
t6UJ9A00G2TP,,Trend - PO Cleardown issue,3,"Good morning,

Hope you are well and having a lovely 2025!

May you help with the attached items please. It seems the quantity is not correctly applying when we are attempting to clear down an open PO from supplier DSDI. It's changing the quantity to 0.","Connected and identified invoice already processed in PI4064 batch which remains unposted.
Redford to get back if having any furhter queries on this"
t6UJ9A00G2QQ,,,3,"has archived orders up till 31/12/17 but opaudm is showing old details.
Can anything be done?

** details added to Activities**",Advised  on  option in SOP Housekeeping menu
t6UJ9A00G2MC,,Query on prices,3,"Hi
 
I wonder if someone can pls help me on a query.
 
I have noticed when we enter an order sage is picking up the discount price not the net price (which is rounded up or down) this can mean, as per below example our net price can be out- by £0.02 on this order. We have had a customer query this, can the overall price be calculated by the net price rather than the discounted price. The order number for the example below is 
 
I am not sure if this has been changed or this has always been the case?
 
Please do not hesitate to contact me if you require any further information.
 
Kind regards","Connected and identified that order line value is rounding up.  System calculates discount and rounds against each line so can see differences if applying at order value level.
Suggested using an order  discount instead of line discount as an option.   Setting LOCALDEC to3 would benefit but would cause other issues as this is a system wide key
Tested in house and identified that SP9V4 rounds down whereas  is rounding up
Tested OPINVCALC settings but this had no effect
 happy to leave as is."
